(152, 170)
(152, 255)
(152, 340)
(152, 510)
(152, 595)
(152, 680)
(152, 765)
(152, 850)
(152, 935)
(152, 1020)
(304, 170)
(304, 255)
(304, 340)
(304, 510)
(304, 935)
(304, 1020)
(456, 170)
(456, 255)
(456, 340)
(456, 510)
(456, 680)
(456, 765)
(456, 935)
(456, 1020)
(608, 935)
(608, 1020)
(760, 510)
(760, 680)
(912, 170)
(912, 510)
(912, 850)
(912, 935)
(912, 1020)
(1064, 170)
(1064, 255)
(1064, 680)
(1064, 850)
(1064, 935)
(1064, 1020)
(1216, 170)
(1216, 255)
(1216, 850)
(1216, 935)
(1216, 1020)
(1368, 170)
(1368, 255)
(1368, 340)
(1368, 425)
(1368, 510)
(1368, 595)
(1368, 680)
(1368, 765)
(1368, 850)
(1368, 935)
(1368, 1020)
(1520, 170)
(1520, 255)
(1520, 340)
(1520, 425)
(1520, 510)
(1520, 595)
(1520, 680)
(1520, 765)
(1520, 850)
(1520, 935)

(152, 425)
(304, 425)
(304, 595)
(304, 680)
(304, 765)
(304, 850)
(456, 425)
(456, 595)
(456, 850)
(608, 170)
(608, 255)
(608, 340)
(608, 425)
(608, 510)
(608, 595)
(608, 680)
(608, 765)
(608, 850)
(760, 170)
(760, 255)
(760, 340)
(760, 425)
(760, 595)
(760, 765)
(760, 850)
(760, 935)
(760, 1020)
(912, 255)
(912, 340)
(912, 425)
(912, 595)
(912, 680)
(912, 765)
(1064, 340)
(1064, 425)
(1064, 510)
(1064, 595)
(1064, 765)
(1216, 340)
(1216, 425)
(1216, 510)
(1216, 595)
(1216, 680)
(1216, 765)
(1520, 1020)
